ticketid,use_date,start_time,end_time,assignment,comments,repname,repsign,vendorsign,sign_date,equipmentid_id,incidentid_id,vendorid_id
21,2018-06-15 21:48:54,2018-07-19 12:39:23,2018-07-08 18:51:54,monitor crews,unacceptable,Katharine Rohfsen,Sydel Petrou,Winnifred Abramsky,2019-04-07 16:22:45,71,85,77
93,2018-08-03 14:50:50,2018-07-05 21:21:59,2018-12-24 06:34:50,cut brush,exceptional,Cissy Baily,Inglis Garratty,Romona Starcks,2019-03-21 19:19:21,44,44,22
77,2018-07-29 14:41:33,2018-06-19 04:15:36,2018-11-12 18:25:49,monitor crews,great,Michaela Kubach,Fedora Ferfulle,Ludovika Sinnat,2018-10-21 08:10:10,3,28,73
76,2018-04-14 15:17:06,2018-12-30 03:48:58,2019-02-25 04:16:19,cut brush,exceptional,Darrelle Greenhowe,Rhodie Maylor,Dalli Aisthorpe,2018-12-11 02:34:04,97,57,53
61,2019-01-03 18:58:24,2019-02-07 21:23:44,2019-04-06 19:15:43,monitor crews,great,Rickard Drinkhill,Shelden Haynes,Dinny Budgeon,2018-06-30 10:25:35,79,79,80
51,2018-08-22 02:33:48,2019-01-24 18:20:55,2019-03-31 18:30:46,cut brush,poor,Odella Trebbett,Garvy Espinet,Conrade Heddy,2018-11-27 05:42:11,24,75,61
3,2018-12-21 05:32:08,2018-05-09 08:50:33,2019-03-22 07:24:27,cut brush,exceptional,Eugenia Mapples,Leicester Foy,Henri Pacey,2019-03-21 08:12:37,35,36,61
52,2018-10-24 12:06:11,2018-06-14 07:21:29,2018-06-22 00:10:28,cut brush,exceptional,Kerwinn Mazzey,Chase Beaument,Delila Uppett,2018-07-20 06:53:02,42,81,85
77,2018-10-30 20:52:11,2019-03-18 19:04:31,2018-11-13 21:34:38,cut brush,exceptional,Obadias Arboin,Lynnea Killeley,Kerby Blackhall,2018-10-23 21:20:13,14,61,96
79,2018-06-25 19:21:42,2018-11-28 09:35:02,2019-03-26 16:26:15,water,exceptional,Joey Hassard,Addy Ramiro,Massimo Millwater,2018-08-04 04:06:43,99,34,76
69,2019-03-24 09:39:44,2018-09-02 09:25:11,2018-07-17 00:59:54,monitor crews,unacceptable,Rawley Queste,Helsa Greenhalgh,Johnnie Weblin,2018-09-15 08:02:32,80,2,33
20,2018-06-22 13:38:30,2018-04-15 10:10:23,2019-02-13 09:59:46,monitor crews,great,Noellyn Pye,Shoshana Sharple,Gabi Derham,2018-08-13 21:18:34,13,52,84
15,2019-03-23 14:53:10,2018-06-18 23:30:16,2018-08-19 20:33:55,cut brush,poor,Bernita Thomkins,Terri-jo Dufton,Arron Natalie,2018-12-14 12:07:29,13,87,50
86,2018-05-04 12:16:06,2019-02-24 13:17:03,2018-07-11 04:36:06,cut brush,unacceptable,Virgie Battams,Vernen Quinell,Flora Whiston,2019-02-22 15:52:05,1,72,88
36,2018-04-14 07:24:27,2019-03-01 14:40:41,2018-11-23 19:04:47,cut brush,unacceptable,Jard Knapton,Rafaellle Eddow,Jerri Kennagh,2018-12-18 11:18:41,51,88,19
47,2019-03-23 22:17:35,2019-02-27 00:05:34,2018-09-28 16:27:49,monitor crews,exceptional,Myrtie Ivoshin,Ricoriki Vernay,Fidole Cholomin,2018-05-26 07:32:59,14,56,21
87,2018-10-13 23:59:08,2018-09-30 10:29:56,2018-05-28 03:09:47,cut brush,great,Andonis Prosh,Meyer Sponder,Gerome Juszkiewicz,2018-09-21 15:45:16,38,60,11
79,2018-05-01 20:40:23,2019-04-04 05:53:32,2018-07-09 04:47:27,cut brush,exceptional,Clarisse Bennike,Andy Phonix,Karel Courtney,2019-02-05 08:29:28,54,93,25
63,2018-07-11 13:47:40,2019-01-25 17:47:55,2018-04-28 02:45:45,monitor crews,poor,Kathrine Infante,Jacinta Emanuelov,Monika Engledow,2018-04-11 02:21:04,85,57,76
47,2018-06-16 20:24:39,2018-10-01 08:00:03,2018-07-07 08:56:34,cut brush,unacceptable,Gregorio Simpson,Ashlee Davenell,Tadio Labrum,2018-07-16 21:42:56,81,29,80
74,2018-12-23 12:26:51,2018-04-11 06:44:04,2018-12-16 23:36:37,monitor crews,great,Guthry Loghan,Mateo Grogan,Myrle Mayward,2018-07-10 19:10:52,75,84,30
53,2018-09-01 13:53:59,2019-01-03 13:26:44,2018-11-08 11:44:20,cut brush,exceptional,Miguelita Ayling,Doralynn Griston,Jasen Simmig,2018-11-10 02:16:51,53,83,46
20,2018-06-02 04:32:49,2018-11-25 15:58:18,2018-08-02 22:00:13,cut brush,unacceptable,Isabeau Tingle,Jazmin Puve,Vassily Raggett,2018-09-12 10:39:21,74,51,27
7,2019-04-07 11:55:28,2019-02-17 20:14:27,2019-01-07 13:46:50,cut brush,poor,Mellie Reschke,Rowan Kirckman,Katleen Poff,2019-01-26 04:30:01,83,80,61
5,2018-12-23 20:30:04,2019-02-24 05:53:01,2018-12-28 19:29:21,monitor crews,great,Jodie Thirlwell,Heddie Fenton,Tamera Piet,2018-05-14 03:23:57,77,31,67
44,2018-11-06 12:15:46,2019-04-10 09:42:06,2019-01-20 13:17:24,monitor crews,unacceptable,Mort Nashe,Leo Garlic,Tresa Rignall,2019-01-01 15:06:43,39,91,15
67,2018-05-24 21:10:05,2018-10-23 15:16:43,2018-11-28 18:54:03,cut brush,unacceptable,Cassandry Bellringer,Garry Methley,Lucio Ganter,2018-04-22 13:57:07,85,26,13
58,2018-06-20 02:29:50,2018-12-28 07:44:34,2019-02-07 08:18:44,water,great,Vaclav Cashell,Hester Gravells,Cheryl Filchakov,2018-08-12 23:34:11,41,71,10
15,2018-10-24 15:53:37,2018-11-12 16:57:16,2019-01-12 18:59:09,water,great,Patrizia McCambridge,Elsie Tregidga,Devon Potkins,2018-04-29 20:53:43,27,54,34
58,2018-06-22 12:49:09,2018-05-17 01:44:42,2018-06-29 01:15:15,monitor crews,poor,Deborah Bussons,Cristiano Swatheridge,Kim Sundin,2018-11-05 01:03:58,74,13,49
16,2018-08-08 21:33:36,2019-02-26 08:37:52,2019-02-18 11:50:58,water,poor,Foss Lots,Park Glacken,Gaylor Fendlow,2019-02-03 12:33:27,36,13,57
64,2018-05-26 03:14:30,2018-06-10 10:11:34,2018-12-16 16:39:38,water,great,Laurene Danielsky,Gabrielle Spikins,Batsheva Sheaber,2018-11-19 11:35:05,97,23,17
3,2019-01-30 02:00:02,2019-01-17 23:58:05,2018-05-11 01:00:24,monitor crews,poor,Maura Loach,Falkner Axe,Gill de Cullip,2019-04-05 05:48:47,1,3,22
63,2018-05-24 02:55:12,2019-03-21 01:24:18,2019-03-30 19:32:00,monitor crews,exceptional,Hayley Occleshaw,Henrik Ankrett,Brandy Collidge,2018-04-13 15:58:13,11,62,43
33,2018-07-23 10:26:41,2018-08-19 19:22:33,2018-06-07 11:34:03,monitor crews,great,Nissa Gorcke,Helen-elizabeth Warin,Cazzie Klejin,2018-10-28 19:47:41,87,16,34
10,2019-02-25 16:00:23,2018-10-23 19:26:19,2018-06-30 09:36:14,cut brush,unacceptable,Mikaela Neles,Bellina Gowdy,Augustin Attewell,2018-05-23 18:56:33,17,81,57
99,2018-06-13 12:39:20,2019-03-26 04:59:06,2018-12-01 23:14:01,cut brush,poor,Seth Brachell,Granville Crown,Valeda Lavelle,2018-07-21 22:14:11,77,28,97
15,2018-07-19 00:14:14,2019-02-02 12:07:04,2019-04-04 07:15:23,water,poor,Ivar Bynert,Sinclare Python,Noak Bendell,2018-10-26 10:33:26,47,38,49
99,2019-03-18 14:03:09,2018-11-30 18:54:33,2018-12-09 16:14:24,monitor crews,great,Decca Whyatt,Reggie Gilmour,Neill Balnave,2018-09-09 22:47:24,14,58,4
34,2018-11-11 09:25:02,2019-03-19 23:48:19,2018-12-25 11:29:36,cut brush,unacceptable,Lek Rickell,Gaile Holburn,Fanchon Mulloch,2018-11-10 21:28:26,38,66,53
85,2019-04-09 04:10:36,2018-09-06 17:49:55,2018-10-06 05:32:13,cut brush,great,Konstance McFadden,Kerrill Quilter,Goldi Cromer,2018-08-26 05:14:19,20,38,46
30,2018-06-08 10:37:16,2018-12-26 12:09:15,2018-08-28 04:37:42,monitor crews,great,Alphonso Nelson,Kristi Bayless,Josefina Ducarne,2018-06-14 16:24:21,13,83,86
16,2018-07-07 18:12:51,2018-06-22 05:06:13,2018-06-23 11:46:09,water,great,Foss Franscioni,Baxy Klesl,Farra Gleader,2018-06-16 05:49:31,27,4,55
13,2019-01-23 03:41:29,2018-06-13 23:47:44,2018-06-19 12:06:38,water,poor,Doug Saket,Raye Hanton,Jose Cheesworth,2018-08-09 05:01:47,41,37,88
16,2018-11-08 11:21:01,2018-09-19 22:18:14,2019-01-25 06:11:09,cut brush,exceptional,Zachery Eldritt,Freddy Aireton,Erasmus Bilovus,2018-12-18 03:50:08,28,21,85
98,2019-04-05 02:07:32,2018-04-14 11:10:06,2018-09-18 06:25:34,monitor crews,unacceptable,Regine Collingridge,Osgood Adenet,Yvette Demsey,2018-08-08 21:12:20,32,43,87
4,2019-04-08 13:14:59,2018-07-08 05:13:03,2018-11-14 23:33:17,cut brush,great,Zilvia Eldon,Brana Goodinson,Rodolphe Gonnard,2019-03-29 01:13:21,32,13,59
37,2019-04-06 21:44:20,2018-09-07 18:20:12,2019-04-08 00:24:35,monitor crews,unacceptable,Pierette Tern,Patrizio Macenzy,Ana Glauber,2018-10-20 11:33:33,69,94,25
36,2018-05-01 02:10:13,2019-04-06 16:58:17,2018-12-17 23:38:23,monitor crews,exceptional,Fran Mackieson,Gregor Herries,Denver Radsdale,2018-07-30 18:16:57,65,54,59
93,2019-02-06 03:44:44,2018-04-14 12:55:31,2018-10-25 05:39:31,monitor crews,exceptional,Mair Niesegen,Sadella Corradini,Constantia McCarney,2018-12-02 01:33:50,72,39,45
43,2018-07-07 09:30:03,2019-01-18 08:05:41,2018-08-18 01:33:03,water,exceptional,Fredi Corballis,Amandie Ivakhin,Mateo Gounin,2018-12-12 00:39:21,91,95,52
27,2019-02-12 23:01:38,2019-04-10 06:27:10,2018-12-18 03:56:56,cut brush,great,Marjy Southward,Rosalinda Tackes,Reggie Kennedy,2018-08-13 17:45:42,32,68,94
27,2018-11-21 01:32:53,2019-01-10 14:14:58,2019-01-08 02:02:31,water,poor,Anthia Bonham,Perle Trime,Charlie Lemonnier,2018-09-20 03:15:39,81,24,75
65,2019-01-11 10:10:22,2018-12-06 12:01:10,2018-08-03 11:53:22,water,exceptional,Kimberli Cheers,Alysa Astbury,Arlan Matokhnin,2018-10-03 00:46:12,37,23,100
22,2018-08-12 09:35:29,2018-10-02 08:03:57,2018-05-20 14:31:06,monitor crews,unacceptable,Lelia Melpuss,Branden Skittrall,Carlee Skullet,2019-01-14 09:03:53,43,57,81
28,2018-05-12 16:03:03,2018-04-13 04:28:55,2018-08-28 03:17:11,monitor crews,unacceptable,Helenelizabeth Bulbrook,Oona Barbey,Broderick Mars,2018-08-20 10:39:23,62,3,61
51,2018-04-16 01:04:53,2018-04-17 22:37:36,2019-01-07 14:32:20,monitor crews,exceptional,Dru Midgley,Astrid Outibridge,Terry Hover,2018-07-25 10:25:55,16,33,88
55,2018-07-13 07:57:52,2019-03-09 02:35:40,2018-12-16 20:01:03,cut brush,exceptional,Bonni Alvis,Almeria Abbotson,Dorena Halfacre,2018-07-23 07:33:35,82,10,43
32,2018-04-20 15:43:16,2018-05-15 04:50:08,2018-07-23 18:55:38,monitor crews,unacceptable,Nicola Reedick,Desmond Sidaway,Cyndy Piddlehinton,2018-04-25 00:46:24,79,37,69
41,2018-09-14 21:09:33,2018-11-25 05:01:28,2019-03-19 09:44:17,cut brush,great,Darell Charlo,Danice Sawkins,Ted Naulls,2018-06-15 14:06:11,2,19,40
50,2019-01-17 15:43:11,2018-12-03 03:33:07,2018-07-26 10:50:06,water,poor,Dorette January,Griffin Figg,Dede Spensley,2019-03-16 01:05:06,28,44,70
45,2018-09-25 08:31:23,2019-04-09 15:33:28,2018-11-09 11:23:44,monitor crews,unacceptable,Pru Porritt,Jud Lowcock,Dell Mellers,2018-11-09 07:51:09,69,61,31
40,2018-08-24 15:10:05,2019-03-15 05:16:34,2019-03-02 11:32:29,water,poor,Arv Rosso,Cozmo Morgen,Orlan Whitsun,2019-01-29 00:50:43,1,52,46
35,2018-09-16 20:02:50,2018-12-01 16:13:47,2018-07-15 12:02:51,monitor crews,unacceptable,Leonidas Huster,Kay Haslehurst,Sigrid Jeannel,2019-04-06 11:41:02,40,59,67
49,2018-10-23 05:16:08,2018-06-30 20:41:46,2019-03-18 19:20:17,cut brush,exceptional,Barrett Hubbucke,Maisey Kingshott,Addy Dobkin,2019-03-08 20:26:48,57,21,5
32,2018-05-15 11:58:44,2018-12-25 09:33:56,2019-03-27 08:50:41,water,unacceptable,Malvina McCoole,Isobel Burgill,Marybeth Iskower,2019-03-24 00:26:49,75,39,2
15,2019-01-28 17:24:42,2018-04-19 19:13:03,2019-03-31 04:54:12,water,great,Tristam Paolone,Larissa Spykins,Nickie Dennert,2019-03-21 22:51:43,10,61,58
82,2018-10-28 05:07:27,2018-07-03 09:59:18,2018-04-23 05:15:26,water,poor,Gunter Cruickshanks,Beth Kildea,Wrennie Anster,2019-01-09 22:08:23,47,22,99
3,2018-10-31 05:32:38,2018-06-03 16:45:46,2018-11-20 05:14:55,water,poor,Stacey Perelli,Rodina Villar,Katherine Curbishley,2018-09-19 23:46:01,53,63,28
29,2018-08-11 11:22:32,2018-10-15 10:50:21,2019-02-18 15:20:39,monitor crews,poor,Humberto De Cruz,Cybil Hakes,Deni Trimme,2019-02-17 17:45:07,28,31,99
26,2019-02-03 03:15:34,2018-07-21 03:15:08,2018-04-17 22:55:57,cut brush,unacceptable,Kaleb Kesley,Fredelia Mancktelow,Christabel Manston,2019-01-03 19:03:32,90,44,47
51,2018-09-08 19:48:17,2019-01-24 08:59:57,2019-04-07 04:40:13,water,exceptional,Mariejeanne Sallings,Darryl Feehely,Hayley Daintry,2019-01-28 07:19:14,60,58,32
9,2019-03-17 03:37:34,2019-02-02 16:21:53,2018-11-04 00:16:17,cut brush,exceptional,Gerhardt Eicheler,Olivia Pury,Lucinda Palmer,2018-07-29 07:28:43,57,9,24
41,2018-07-14 08:13:29,2018-10-24 15:40:57,2019-02-09 07:42:38,water,unacceptable,Bennett Eudall,Georgeanna Emmett,Maurizio Flemming,2018-06-12 18:47:31,22,35,93
36,2018-12-30 14:53:03,2018-06-17 13:41:01,2018-12-10 21:41:17,water,poor,Karlen Hunnicutt,Jessa Moxted,Rubie Troak,2019-02-15 04:47:46,14,25,64
83,2018-10-30 10:22:36,2019-02-04 09:07:38,2018-08-31 15:07:30,cut brush,great,Sibelle Blanchette,Dieter Hurburt,Luce Burger,2018-07-15 12:57:58,88,27,42
46,2018-07-12 11:24:28,2019-02-01 14:26:40,2019-02-01 23:23:01,cut brush,exceptional,Jimmie Wickendon,Hortense Gontier,Marilyn Lott,2018-04-25 03:15:13,97,84,20
25,2018-11-07 19:49:59,2018-12-16 04:05:06,2018-09-02 18:51:54,monitor crews,great,Vachel Labram,Katine Segar,Dael Hurdwell,2018-10-08 05:21:20,78,77,34
31,2018-05-01 21:17:29,2018-07-29 11:27:46,2019-01-20 18:00:31,cut brush,great,Thorvald Fears,Arden Vassman,Alyda Brand,2019-01-12 18:03:56,13,8,85
41,2018-08-01 21:27:34,2018-07-14 04:01:03,2018-05-28 05:27:27,monitor crews,poor,Vyky Pelosi,Kandace Claughton,Juliann Flood,2018-05-26 00:28:10,23,12,57
32,2018-12-04 23:08:28,2018-08-06 21:58:21,2018-12-18 03:48:06,monitor crews,great,Ellynn Sjostrom,Laura Galbreth,Ellen Charle,2018-05-20 16:37:54,84,15,30
5,2018-04-18 20:05:40,2019-01-11 03:46:05,2018-12-29 04:55:19,monitor crews,poor,Henrie Castel,Omero Edgin,Rosmunda Cray,2018-07-21 05:55:21,17,90,22
67,2018-06-06 11:38:23,2018-06-30 12:10:36,2018-05-30 16:59:27,monitor crews,unacceptable,Dulcine Roffe,Brice Yarmouth,Kissee Shewring,2019-01-25 05:45:23,1,83,6
17,2019-01-25 04:43:23,2018-06-29 18:55:43,2018-06-06 02:06:35,water,exceptional,Randee Najara,Blane Cash,Erminia Lettley,2018-07-21 21:37:05,29,16,95
36,2018-11-30 23:24:53,2018-04-30 12:54:13,2018-05-03 12:40:24,cut brush,unacceptable,Sandy Acors,Ginny Gutsell,Hansiain Tuttiett,2018-05-25 11:16:07,85,26,15
93,2018-10-28 11:22:27,2018-12-17 05:16:15,2018-10-19 18:08:29,monitor crews,great,Otto Dubique,Cecelia Covotti,Lexie Gosnay,2018-05-21 08:14:23,90,96,5
32,2018-11-20 11:29:05,2018-07-06 08:20:32,2019-01-26 23:50:45,water,poor,Tadeas Hagwood,Margaux Chasen,Carlyn Moogan,2018-09-21 22:33:40,63,19,3
85,2019-03-21 11:36:35,2018-05-02 01:59:36,2018-06-21 11:21:03,cut brush,exceptional,Minerva Mitham,Cass Gheorghescu,Sherilyn Crowley,2018-11-10 04:53:00,81,25,63
49,2018-05-23 02:26:17,2019-02-18 13:08:06,2018-11-29 12:06:26,water,great,Patrica Tumioto,Lonnard Alflatt,Tanny Klass,2019-03-09 14:25:25,32,2,6
32,2019-02-18 14:27:40,2018-10-18 15:43:01,2019-01-22 12:47:13,cut brush,poor,Lodovico Janaszewski,Kerri Aysik,Audi Canceller,2018-09-12 19:35:15,17,59,76
9,2018-05-24 02:39:45,2018-06-28 18:41:08,2018-08-11 01:30:34,cut brush,exceptional,Aurlie Spenceley,Harald Odcroft,Bax Fawdrey,2018-08-15 21:23:48,99,29,61
99,2019-03-14 20:31:50,2018-11-19 07:04:33,2018-09-20 17:15:01,water,unacceptable,Lalo Wrotham,Aldous Rasher,Walsh Hoyte,2018-09-10 11:29:50,31,8,55
29,2018-10-18 13:05:44,2018-07-29 23:50:12,2018-05-13 03:49:16,cut brush,poor,Raddy Ashforth,Basia Davidov,Gavin Tumioto,2019-02-22 19:46:30,19,2,99
51,2018-05-26 14:00:27,2018-09-06 12:19:12,2018-06-10 22:15:26,monitor crews,great,Kippie Leefe,Lamar Ferby,Stern Shopcott,2018-08-12 12:46:58,96,35,39
17,2018-06-11 22:41:06,2018-04-15 08:59:50,2018-05-26 06:34:10,monitor crews,poor,Reese Sleite,Corbet Top,Inessa Harriman,2018-07-02 15:01:47,68,41,67
20,2018-09-13 05:31:46,2019-01-01 17:06:34,2018-05-31 03:08:43,water,exceptional,Dulcea McGaughie,Gwyn Halleybone,Kerstin Lasty,2019-01-29 12:48:57,24,50,10
100,2018-08-16 00:43:02,2018-07-05 03:50:05,2019-02-18 01:14:09,water,poor,Lissie Vivien,Adam Petrovykh,Alfie Chritchlow,2018-07-24 21:42:40,87,89,18
3,2018-08-05 09:49:52,2018-10-25 15:14:51,2019-03-16 18:08:48,water,exceptional,Mattie Pury,Winston Pasek,Perl Saldler,2019-03-24 00:46:32,87,79,37
28,2018-04-27 19:53:37,2018-04-15 15:00:10,2018-05-05 04:41:40,monitor crews,poor,Francois Mouat,Fidela Davenhall,Donnie Lisamore,2018-10-02 08:05:06,28,63,75
48,2018-11-17 05:14:45,2018-08-22 16:19:37,2018-06-28 03:02:50,monitor crews,exceptional,Hendrika Gonsalvez,Inigo Roache,Bernete Rohfsen,2018-06-28 04:22:56,4,77,79
20,2018-05-02 14:04:18,2019-03-18 12:23:26,2018-07-13 12:03:26,monitor crews,poor,Alexandro Tummasutti,Bonnibelle Guerrazzi,Weider Erickson,2018-04-12 12:56:05,79,95,46
28,2018-08-23 01:55:15,2018-12-30 18:44:42,2019-03-29 17:12:23,cut brush,exceptional,Albie Forson,Blakeley Ebbings,Ryan Gress,2019-03-01 21:52:44,80,58,81
94,2019-02-27 03:13:38,2018-11-23 16:38:19,2019-03-03 18:59:58,monitor crews,unacceptable,Olivero Farron,Jemie Staterfield,Kat Le Friec,2018-10-15 19:02:31,90,43,52
75,2018-11-29 19:49:13,2018-07-21 04:42:22,2018-07-04 17:48:47,cut brush,poor,Marie-ann McAless,Phil Laugharne,Ashleigh Kidwell,2019-03-27 15:37:56,40,21,50
51,2018-11-20 20:02:18,2019-04-06 10:32:54,2019-03-02 19:31:54,cut brush,unacceptable,Bambie Sango,Peria Spadotto,Loria Pasby,2019-03-31 21:19:47,74,96,39
46,2018-05-30 08:27:58,2019-03-20 17:50:14,2018-04-29 14:25:42,water,poor,Harlie MacSherry,Tito Blackader,Bernette Gavin,2018-09-11 17:06:52,85,37,50
48,2018-05-25 17:56:52,2018-09-16 02:09:59,2018-05-06 22:11:33,cut brush,unacceptable,Merrel Armall,Victoria Ivkovic,Norma Nowakowski,2018-06-29 04:50:26,97,26,52
69,2018-07-21 00:19:12,2019-01-26 01:37:43,2019-02-09 01:56:32,cut brush,great,Allene Klimkiewich,Hayward Marcinkowski,Tabby Moreinis,2019-02-24 00:27:53,2,1,99
15,2019-03-30 09:23:18,2018-07-12 20:59:42,2018-04-15 06:41:09,monitor crews,great,Dody Woollacott,Nicolea McCloughlin,Hurleigh Eckart,2018-08-18 12:41:30,1,18,34
98,2018-04-20 13:41:26,2018-04-14 05:35:07,2018-06-19 10:33:26,water,great,Val Willoughey,Averil McMorran,Linzy Kleint,2018-11-14 22:20:38,80,44,27
68,2019-01-01 23:28:22,2019-03-06 23:03:23,2018-07-29 07:18:36,water,great,Dona Pinfold,Prissie Jack,Katerine Coppens,2018-10-24 08:54:11,60,19,81
45,2018-09-09 08:45:10,2018-11-08 06:21:44,2018-05-17 21:36:01,cut brush,great,Candi Frankcomb,Shelagh Livard,Dahlia Hebditch,2018-07-22 15:37:24,58,18,75
37,2018-11-06 20:52:43,2018-09-17 00:06:47,2018-05-01 09:21:20,monitor crews,poor,Staffard Bootyman,Seka Canizares,Dollie Van Der Weedenburg,2019-03-21 03:55:15,14,13,35
89,2018-07-12 13:52:39,2018-08-28 12:54:21,2018-04-26 05:33:00,monitor crews,great,Frankie Sallans,Delbert Rippin,Lothaire Kiwitz,2019-01-04 19:14:06,40,52,9
65,2019-03-20 08:28:45,2018-08-25 20:06:13,2018-04-21 16:37:10,monitor crews,great,Ahmed Emmines,Elaine Cutbush,Joline Crouch,2018-10-31 09:08:28,98,46,38
93,2019-03-23 09:19:30,2018-05-10 07:21:07,2019-02-10 10:12:58,monitor crews,exceptional,Salvatore Guthrie,Shellysheldon MacGrath,Hope Finlry,2018-12-10 04:33:58,52,72,84
25,2018-11-24 16:36:27,2018-06-14 17:55:50,2019-01-30 18:49:50,monitor crews,exceptional,Maria O'Donnell,Nichole Curee,Albina Gamil,2018-10-06 14:36:50,9,36,92
100,2018-09-17 19:39:08,2018-06-11 10:32:20,2018-07-23 23:13:10,monitor crews,poor,Wilek Dodworth,Alasdair Ruseworth,Nathaniel Scurrell,2018-08-22 08:38:48,94,32,37
33,2018-09-18 13:06:17,2018-09-07 23:20:05,2018-10-18 16:25:08,cut brush,exceptional,Lavena McCuis,Shandra Trenbay,Munmro Guare,2019-01-21 12:22:20,85,47,41
91,2018-05-18 14:24:18,2018-08-12 21:53:56,2018-08-11 17:48:33,cut brush,unacceptable,Virgilio Collen,Elwira Enrietto,Myrtice Burgot,2018-07-01 15:33:12,50,10,76
67,2019-01-09 23:03:08,2018-05-28 18:35:48,2018-12-27 21:07:01,cut brush,poor,Abra Youel,Annice Fusedale,Alec Sentinella,2018-10-07 14:53:23,40,48,43
66,2018-11-20 20:40:54,2019-01-19 12:27:33,2019-01-27 17:16:08,water,poor,Iver Brantzen,Roi Richardot,Ula Rittelmeyer,2018-04-21 16:58:04,4,13,6
20,2018-12-11 12:26:31,2018-08-09 10:07:03,2018-07-12 12:11:59,monitor crews,great,Ofella Bagott,Yoshiko Speak,Meta Grogor,2019-01-21 10:48:40,7,63,43
51,2018-07-15 19:24:29,2018-08-18 19:24:13,2018-10-11 12:03:33,water,great,Matilda Lux,Catherina Sutlieff,Dahlia Brothwell,2018-09-06 06:34:47,93,28,10
11,2019-01-15 13:29:57,2018-06-10 04:41:07,2018-11-20 17:25:27,cut brush,unacceptable,Ros Mariyushkin,Kingsley Patkin,Adams Duxbury,2018-06-27 17:28:17,48,82,41
60,2019-01-05 15:53:18,2018-10-24 15:14:24,2018-05-17 07:34:37,cut brush,poor,Lovell Pechold,Kellina Simonnin,Gordie Hannabus,2018-09-03 00:49:22,74,40,77
57,2018-06-05 13:52:56,2018-09-28 23:38:27,2018-09-03 20:17:42,water,great,Morgun Almack,Knox Dumblton,Karyn Leigh,2019-03-07 12:32:56,48,100,22
88,2018-08-23 09:03:42,2018-12-20 12:45:57,2018-06-06 03:04:39,water,poor,Inez Vanin,Sandye Frankiss,Adeline Boggs,2018-04-27 21:42:13,37,42,45
68,2018-11-04 01:38:34,2018-08-13 15:33:59,2018-09-22 23:43:38,monitor crews,poor,Beilul Angeau,Corissa Longmaid,Jacques Kohn,2018-12-07 11:35:22,33,89,5
87,2018-08-24 23:12:36,2018-05-31 16:40:58,2019-02-01 16:08:38,monitor crews,exceptional,Rodrick Denson,Constantina Gullam,Sella Tunnick,2019-04-08 02:55:12,100,54,91
61,2018-10-31 16:08:07,2018-12-10 07:57:17,2018-05-21 02:46:18,cut brush,great,Stafani Josowitz,Amil Berth,Ketty Feary,2018-12-20 14:03:42,31,18,9
26,2018-10-20 13:04:56,2018-11-26 04:41:04,2019-01-22 19:24:23,monitor crews,great,Judith Vescovo,Rivy Fairy,Austina Adenot,2019-01-17 06:28:13,7,78,46
36,2019-03-07 06:55:15,2019-02-04 05:19:08,2019-01-19 14:31:49,cut brush,poor,Trix Peagram,Anabel Manger,Redd Longmead,2018-08-23 19:58:41,23,58,16
15,2018-06-15 07:48:10,2018-11-12 18:52:22,2018-05-27 03:54:39,monitor crews,poor,Bert Kembery,Lila Illyes,Joella Mixon,2018-12-26 01:52:15,34,63,36
73,2018-04-13 17:30:55,2018-08-03 19:31:32,2018-08-28 18:42:10,monitor crews,exceptional,Andrew Farnham,Curry Lanktree,Denni Utton,2018-09-19 11:50:23,82,67,20
7,2018-07-07 03:46:17,2019-01-07 19:48:44,2018-09-11 19:58:34,water,exceptional,Lars Pinkney,Livvie McArdell,Briano Cridlon,2019-02-08 19:57:57,18,10,70
16,2018-12-08 16:45:52,2018-05-30 12:54:57,2018-10-18 13:53:22,monitor crews,unacceptable,Carmon Wilsdon,Lilith Roof,Josefina Allsobrook,2018-12-12 16:06:20,86,7,70
26,2018-08-08 14:39:39,2018-09-02 16:37:14,2019-03-28 14:37:00,cut brush,unacceptable,Conney Webb-Bowen,Pier Szymanek,Aubry Bestall,2018-10-03 19:43:52,38,81,24
62,2019-01-14 06:54:59,2018-08-01 19:18:23,2018-07-14 16:06:39,cut brush,unacceptable,Veronike Kolyagin,West Southcoat,Lelia Tremayle,2019-04-05 04:34:32,50,69,50
4,2018-09-04 14:32:38,2018-05-22 06:17:37,2018-12-12 11:14:11,cut brush,unacceptable,Hunter Maypes,Linn Canaan,Dredi Tibols,2018-12-15 21:12:04,19,37,83
39,2018-11-29 04:13:31,2018-06-04 18:45:48,2018-07-20 21:20:41,water,unacceptable,Karlan De Beauchemp,Lorenzo Arpin,Aigneis Albone,2019-02-19 07:36:54,55,35,7
91,2018-04-20 03:07:50,2018-12-12 07:48:53,2018-07-24 05:18:55,monitor crews,unacceptable,Aurelie Dysert,Millicent Kops,Cody Gregol,2018-11-18 14:15:11,17,37,72
30,2018-07-29 22:53:20,2018-10-15 01:47:51,2018-09-25 05:44:57,cut brush,poor,Kimberley Balke,Gideon Acors,Jazmin Brandsen,2018-09-20 06:42:26,97,36,10
26,2018-09-19 14:35:34,2018-11-21 03:30:17,2019-03-22 18:48:17,water,great,Henrieta Corcut,Raimund Slayton,Kris Bratty,2019-03-12 06:38:44,97,22,8
